date,pump_id,utilization_rate
2021-01-01,1,0.658396152230971
2021-01-01,2,0.658396152230971
2021-01-01,3,0.658396152230971
2021-01-02,1,0.5764980058579399
2021-01-02,2,0.5764980058579399
2021-01-02,3,0.5764980058579399
2021-01-03,1,0.5081966142526771
2021-01-03,2,0.5081966142526771
2021-01-03,3,0.5081966142526771
2021-01-04,1,0.6204607998964894
2021-01-04,2,0.6204607998964894
2021-01-04,3,0.6204607998964894
2021-01-05,1,0.6961975322245799
2021-01-05,2,0.6961975322245799
2021-01-05,3,0.6961975322245799
2021-01-06,1,0.4606340000098169
2021-01-06,2,0.4606340000098169
2021-01-06,3,0.4606340000098169
2021-01-07,1,0.5711326848799142
2021-01-07,2,0.5711326848799142
2021-01-07,3,0.5711326848799142
2021-01-08,1,0.6002452938347809
2021-01-08,2,0.6002452938347809
2021-01-08,3,0.6002452938347809
2021-01-09,1,0.6214226454752584
2021-01-09,2,0.6214226454752584
2021-01-09,3,0.6214226454752584
2021-01-10,1,0.587629713203977
2021-01-10,2,0.587629713203977
2021-01-10,3,0.587629713203977
2021-01-11,1,0.6812148477654542
2021-01-11,2,0.6812148477654542
2021-01-11,3,0.6812148477654542
2021-01-12,1,0.5753252248223149
2021-01-12,2,0.5753252248223149
2021-01-12,3,0.5753252248223149
2021-01-13,1,0.5400571127612108
2021-01-13,2,0.5400571127612108
2021-01-13,3,0.5400571127612108
2021-01-14,1,0.47899856318071876
2021-01-14,2,0.47899856318071876
2021-01-14,3,0.47899856318071876
2021-01-15,1,0.5903435635141594
2021-01-15,2,0.5903435635141594
2021-01-15,3,0.5903435635141594
2021-01-16,1,0.4508229994636552
2021-01-16,2,0.4508229994636552
2021-01-16,3,0.4508229994636552
2021-01-17,1,0.5811761520920774
2021-01-17,2,0.5811761520920774
2021-01-17,3,0.5811761520920774
2021-01-18,1,0.6019383584522345
2021-01-18,2,0.6019383584522345
2021-01-18,3,0.6019383584522345
2021-01-19,1,0.5690957448033738
2021-01-19,2,0.5690957448033738
2021-01-19,3,0.5690957448033738
2021-01-20,1,0.7753160449284978
2021-01-20,2,0.7753160449284978
2021-01-20,3,0.7753160449284978
2021-01-21,1,0.7018182983705004
2021-01-21,2,0.7018182983705004
2021-01-21,3,0.7018182983705004
2021-01-22,1,0.5578461589553843
2021-01-22,2,0.5578461589553843
2021-01-22,3,0.5578461589553843
2021-01-23,1,0.6795811199525632
2021-01-23,2,0.6795811199525632
2021-01-23,3,0.6795811199525632
2021-01-24,1,0.5522019085905877
2021-01-24,2,0.5522019085905877
2021-01-24,3,0.5522019085905877
2021-01-25,1,0.8
2021-01-25,2,0.8
2021-01-25,3,0.8
2021-01-26,1,0.6202017543722068
2021-01-26,2,0.6202017543722068
2021-01-26,3,0.6202017543722068
2021-01-27,1,0.5081212714211651
2021-01-27,2,0.5081212714211651
2021-01-27,3,0.5081212714211651
2021-01-28,1,0.5282037580953124
2021-01-28,2,0.5282037580953124
2021-01-28,3,0.5282037580953124
2021-01-29,1,0.5312674633658002
2021-01-29,2,0.5312674633658002
2021-01-29,3,0.5312674633658002
2021-01-30,1,0.5948226356204643
2021-01-30,2,0.5948226356204643
2021-01-30,3,0.5948226356204643
2021-01-31,1,0.5462555887541296
2021-01-31,2,0.5462555887541296
2021-01-31,3,0.5462555887541296
2021-02-01,1,0.5583700747571327
2021-02-01,2,0.5583700747571327
2021-02-01,3,0.5583700747571327
2021-02-02,1,0.5915328306663156
2021-02-02,2,0.5915328306663156
2021-02-02,3,0.5915328306663156
2021-02-03,1,0.6345285929872874
2021-02-03,2,0.6345285929872874
2021-02-03,3,0.6345285929872874
2021-02-04,1,0.6091835097932053
2021-02-04,2,0.6091835097932053
2021-02-04,3,0.6091835097932053
2021-02-05,1,0.45909624549401296
2021-02-05,2,0.45909624549401296
2021-02-05,3,0.45909624549401296
2021-02-06,1,0.5548479374497904
2021-02-06,2,0.5548479374497904
2021-02-06,3,0.5548479374497904
2021-02-07,1,0.46231669474514414
2021-02-07,2,0.46231669474514414
2021-02-07,3,0.46231669474514414
2021-02-08,1,0.6078001469898565
2021-02-08,2,0.6078001469898565
2021-02-08,3,0.6078001469898565
2021-02-09,1,0.5747140564106094
2021-02-09,2,0.5747140564106094
2021-02-09,3,0.5747140564106094
2021-02-10,1,0.5234103392218279
2021-02-10,2,0.5234103392218279
2021-02-10,3,0.5234103392218279
2021-02-11,1,0.43652503617663974
2021-02-11,2,0.43652503617663974
2021-02-11,3,0.43652503617663974
2021-02-12,1,0.44317425346373984
2021-02-12,2,0.44317425346373984
2021-02-12,3,0.44317425346373984
2021-02-13,1,0.5570968095822407
2021-02-13,2,0.5570968095822407
2021-02-13,3,0.5570968095822407
2021-02-14,1,0.3498301279356959
2021-02-14,2,0.3498301279356959
2021-02-14,3,0.3498301279356959
2021-02-15,1,0.6329937714927618
2021-02-15,2,0.6329937714927618
2021-02-15,3,0.6329937714927618
2021-02-16,1,0.4795467064716883
2021-02-16,2,0.4795467064716883
2021-02-16,3,0.4795467064716883
2021-02-17,1,0.31353164824886426
2021-02-17,2,0.31353164824886426
2021-02-17,3,0.31353164824886426
2021-02-18,1,0.43364522677326356
2021-02-18,2,0.43364522677326356
2021-02-18,3,0.43364522677326356
2021-02-19,1,0.27205595399178584
2021-02-19,2,0.27205595399178584
2021-02-19,3,0.27205595399178584
2021-02-20,1,0.4823590470110848
2021-02-20,2,0.4823590470110848
2021-02-20,3,0.4823590470110848
2021-02-21,1,0.40508717927234894
2021-02-21,2,0.40508717927234894
2021-02-21,3,0.40508717927234894
2021-02-22,1,0.4435306239643322
2021-02-22,2,0.4435306239643322
2021-02-22,3,0.4435306239643322
2021-02-23,1,0.4303783389844318
2021-02-23,2,0.4303783389844318
2021-02-23,3,0.4303783389844318
2021-02-24,1,0.3144453724895844
2021-02-24,2,0.3144453724895844
2021-02-24,3,0.3144453724895844
2021-02-25,1,0.3808384853718507
2021-02-25,2,0.3808384853718507
2021-02-25,3,0.3808384853718507
2021-02-26,1,0.367557021789645
2021-02-26,2,0.367557021789645
2021-02-26,3,0.367557021789645
2021-02-27,1,0.16113750346275393
2021-02-27,2,0.16113750346275393
2021-02-27,3,0.16113750346275393
2021-02-28,1,0.35418762571369344
2021-02-28,2,0.35418762571369344
2021-02-28,3,0.35418762571369344
2021-03-01,1,0.40259771985194837
2021-03-01,2,0.40259771985194837
2021-03-01,3,0.40259771985194837
2021-03-02,1,0.3292501217960106
2021-03-02,2,0.3292501217960106
2021-03-02,3,0.3292501217960106
2021-03-03,1,0.3460437749031062
2021-03-03,2,0.3460437749031062
2021-03-03,3,0.3460437749031062
2021-03-04,1,0.3505540522461217
2021-03-04,2,0.3505540522461217
2021-03-04,3,0.3505540522461217
2021-03-05,1,0.35696394421918687
2021-03-05,2,0.35696394421918687
2021-03-05,3,0.35696394421918687
2021-03-06,1,0.6189857995609929
2021-03-06,2,0.6189857995609929
2021-03-06,3,0.6189857995609929
2021-03-07,1,0.489086401692412
2021-03-07,2,0.489086401692412
2021-03-07,3,0.489086401692412
2021-03-08,1,0.45789316337538866
2021-03-08,2,0.45789316337538866
2021-03-08,3,0.45789316337538866
2021-03-09,1,0.37282957441038955
2021-03-09,2,0.37282957441038955
2021-03-09,3,0.37282957441038955
2021-03-10,1,0.2870597738392582
2021-03-10,2,0.2870597738392582
2021-03-10,3,0.2870597738392582
2021-03-11,1,0.259799699305315
2021-03-11,2,0.259799699305315
2021-03-11,3,0.259799699305315
2021-03-12,1,0.3577005765101082
2021-03-12,2,0.3577005765101082
2021-03-12,3,0.3577005765101082
2021-03-13,1,0.4192538916842832
2021-03-13,2,0.4192538916842832
2021-03-13,3,0.4192538916842832
2021-03-14,1,0.3243146153050167
2021-03-14,2,0.3243146153050167
2021-03-14,3,0.3243146153050167
2021-03-15,1,0.5081158523350678
2021-03-15,2,0.5081158523350678
2021-03-15,3,0.5081158523350678
2021-03-16,1,0.5331173328232094
2021-03-16,2,0.5331173328232094
2021-03-16,3,0.5331173328232094
2021-03-17,1,0.420991634721799
2021-03-17,2,0.420991634721799
2021-03-17,3,0.420991634721799
2021-03-18,1,0.4553529872178602
2021-03-18,2,0.4553529872178602
2021-03-18,3,0.4553529872178602
2021-03-19,1,0.39160221016496866
2021-03-19,2,0.39160221016496866
2021-03-19,3,0.39160221016496866
2021-03-20,1,0.4050764566065699
2021-03-20,2,0.4050764566065699
2021-03-20,3,0.4050764566065699
2021-03-21,1,0.38295613799505424
2021-03-21,2,0.38295613799505424
2021-03-21,3,0.38295613799505424
2021-03-22,1,0.42957319038028874
2021-03-22,2,0.42957319038028874
2021-03-22,3,0.42957319038028874
2021-03-23,1,0.5112605135327251
2021-03-23,2,0.5112605135327251
2021-03-23,3,0.5112605135327251
2021-03-24,1,0.46387154659320073
2021-03-24,2,0.46387154659320073
2021-03-24,3,0.46387154659320073
2021-03-25,1,0.3927090982170349
2021-03-25,2,0.3927090982170349
2021-03-25,3,0.3927090982170349
2021-03-26,1,0.3532527672037691
2021-03-26,2,0.3532527672037691
2021-03-26,3,0.3532527672037691
2021-03-27,1,0.28513068605452185
2021-03-27,2,0.28513068605452185
2021-03-27,3,0.28513068605452185
2021-03-28,1,0.320728935051316
2021-03-28,2,0.320728935051316
2021-03-28,3,0.320728935051316
2021-03-29,1,0.574896906056343
2021-03-29,2,0.574896906056343
2021-03-29,3,0.574896906056343
2021-03-30,1,0.39962727519314223
2021-03-30,2,0.39962727519314223
2021-03-30,3,0.39962727519314223
2021-03-31,1,0.3910733368834123
2021-03-31,2,0.3910733368834123
2021-03-31,3,0.3910733368834123
2021-04-01,1,0.3632258709351436
2021-04-01,2,0.3632258709351436
2021-04-01,3,0.3632258709351436
2021-04-02,1,0.26174258564148334
2021-04-02,2,0.26174258564148334
2021-04-02,3,0.26174258564148334
2021-04-03,1,0.40899357045383034
2021-04-03,2,0.40899357045383034
2021-04-03,3,0.40899357045383034
2021-04-04,1,0.3014323414206568
2021-04-04,2,0.3014323414206568
2021-04-04,3,0.3014323414206568
2021-04-05,1,0.5245130210302186
2021-04-05,2,0.5245130210302186
2021-04-05,3,0.5245130210302186
